admin1Pcode,admin2Pcode,year,area_planted_rai,area_harvested_rai,production_ton,yield_planted_kg_rai,yield_harvest_kg_rai
TH18,TH1806,2012,160782,160485,103353,643,644
TH18,TH1806,2013,163256,163029,105969,649,650
TH18,TH1806,2014,153420,143546,103497,675,721
TH18,TH1806,2015,124695,124415,83980,673,675
TH18,TH1806,2016,152935,151656,102823,672,678
TH18,TH1806,2017,153835,153813,103978,676,676
TH18,TH1806,2018,155186,153511,103159,665,672
TH18,TH1806,2020,159968,158006,102072,638,646
TH18,TH1807,2012,86693,86572,46489,536,537
TH18,TH1807,2013,84627,84600,46445,549,549
TH18,TH1807,2014,82378,82059,45050,547,549
TH18,TH1807,2015,80075,79788,42128,526,528
TH18,TH1807,2016,76613,72526,38149,498,526
TH18,TH1807,2017,78294,78136,44616,570,571
TH18,TH1807,2018,79372,77432,40884,515,528
TH18,TH1807,2020,63509,61691,28069,442,455
TH18,TH1808,2012,21627,21577,11350,525,526
TH18,TH1808,2013,21530,21331,11540,536,541
TH18,TH1808,2014,20061,20061,10331,515,515
TH18,TH1808,2015,16040,15898,7663,478,482
TH18,TH1808,2016,16137,16123,8239,511,511
TH18,TH1808,2017,15417,14974,7577,491,506
TH18,TH1808,2018,15066,14150,6467,429,457
TH18,TH1808,2020,24960,24440,11976,480,490
TH19,TH1901,2012,33022,32682,21047,637,644
TH19,TH1901,2013,32090,30314,19643,612,648
TH19,TH1901,2014,26218,25956,16768,640,646
TH19,TH1901,2015,23431,23050,14475,618,628
TH19,TH1901,2016,23728,23260,14538,613,625
TH19,TH1901,2017,24239,24171,15010,619,621
TH19,TH1901,2018,24192,24069,15861,656,659
TH19,TH1901,2020,22244,22140,13793,620,623
TH19,TH1902,2012,35656,33517,18066,507,539
TH19,TH1902,2013,34773,34292,18243,525,532
TH19,TH1902,2014,29871,29572,18956,635,641
TH19,TH1902,2015,24895,24012,14671,589,611
TH19,TH1902,2016,22840,22679,14016,614,618
TH19,TH1902,2017,22500,22292,13888,617,623
TH19,TH1902,2018,22450,22270,13028,580,585
TH19,TH1903,2012,86023,85660,55336,643,646
TH19,TH1903,2013,77499,75849,49984,645,659
TH19,TH1903,2014,74813,74065,49253,658,665
TH19,TH1903,2015,58291,57326,37205,638,649
TH19,TH1903,2016,71097,70574,46014,647,652
TH19,TH1903,2017,68097,67747,44307,651,654
TH19,TH1903,2018,67997,67559,43238,636,640
TH19,TH1903,2020,70973,70783,44098,621,623
TH19,TH1904,2012,30403,30079,17626,580,586
TH19,TH1904,2013,30665,29355,17672,576,602
TH19,TH1904,2014,26493,26228,16602,627,633
TH19,TH1904,2015,23400,23166,13900,594,600
TH19,TH1904,2016,23745,23185,14096,594,608
TH19,TH1904,2017,24381,24240,14617,600,603
TH19,TH1904,2018,24857,24606,15231,613,619
TH19,TH1904,2020,20345,20276,11841,582,584
TH19,TH1905,2012,37836,37802,24647,651,652
TH19,TH1905,2013,36300,35130,23783,655,677
TH19,TH1905,2014,35411,35057,24084,680,687
TH19,TH1905,2015,30442,30261,19307,634,638
TH19,TH1905,2016,33486,33373,21826,652,654
TH19,TH1905,2017,33706,33561,21848,648,651
TH19,TH1905,2018,33685,33480,21327,633,637
TH19,TH1905,2020,32491,32410,19997,615,617
TH19,TH1906,2012,47510,47035,31655,666,673
TH19,TH1906,2013,45891,45512,31039,676,682
TH19,TH1906,2014,43358,42924,29145,672,679
TH19,TH1906,2015,33318,32831,21767,653,663
TH19,TH1906,2016,40313,39403,26439,656,671
TH19,TH1906,2017,40072,39908,26060,650,653
TH19,TH1906,2018,40750,40630,27628,678,680
TH19,TH1907,2012,28361,27862,18500,652,664
TH19,TH1907,2013,26194,26005,17501,668,673
TH19,TH1907,2014,26494,26229,16734,632,638
TH19,TH1907,2015,25048,24874,14676,586,590
TH19,TH1907,2016,24561,24240,15441,629,637
TH19,TH1907,2017,24333,24157,15509,637,642
TH19,TH1907,2018,25510,25420,16370,642,644
TH19,TH1907,2020,25361,25264,15841,625,627
TH19,TH1908,2012,40369,39558,25515,632,645
TH19,TH1908,2013,39730,39730,26460,666,666
TH19,TH1908,2014,34365,34021,22284,648,655
TH19,TH1908,2015,32563,32237,20309,624,630
TH19,TH1908,2016,32500,32181,20821,641,647
TH19,TH1908,2017,32421,32206,20773,641,645
TH19,TH1908,2018,32381,32280,20982,648,650
TH19,TH1908,2020,31548,31415,19540,619,622
TH19,TH1909,2012,17708,17612,10955,619,622
TH19,TH1909,2013,17575,17093,10700,609,626
TH19,TH1909,2014,12830,12702,8028,626,632
TH19,TH1909,2015,12002,11883,7213,601,607
TH19,TH1909,2016,12786,12548,7667,600,611
TH19,TH1909,2017,12336,12250,7375,598,602
TH19,TH1909,2018,12500,12395,7437,595,600
TH19,TH1909,2020,12879,12799,7539,585,589
TH19,TH1910,2012,37965,37919,24837,654,655
TH19,TH1910,2013,37897,36764,23933,632,651
TH19,TH1910,2014,37783,37405,25211,667,674
TH19,TH1910,2015,29662,29355,18670,629,636
TH19,TH1910,2016,33200,33021,21629,651,655
TH19,TH1910,2017,33080,32936,21606,653,656
TH19,TH1910,2018,33080,33000,22110,668,670
TH19,TH1911,2012,16,16,8,500,500
TH19,TH1911,2013,42,42,25,601,601
TH19,TH1911,2014,42,42,23,548,548
TH19,TH1911,2015,38,38,21,553,553
TH19,TH1911,2018,7,7,2,286,286
TH19,TH1911,2020,4,4,2,500,500
TH19,TH1912,2012,161,153,53,329,346
TH19,TH1912,2013,84,84,33,388,388
TH19,TH1912,2014,122,121,50,410,413
TH19,TH1912,2015,90,90,36,400,400
TH19,TH1912,2016,42,42,20,476,476
TH19,TH1912,2017,41,41,19,463,463
TH19,TH1912,2018,69,69,31,449,449
TH19,TH1913,2012,10397,10240,5571,536,544
TH19,TH1913,2013,10363,10004,6012,580,601
TH19,TH1913,2014,10041,9941,6223,620,626
TH19,TH1913,2015,9662,9566,5759,596,602
TH19,TH1913,2016,9298,9247,5622,605,608
TH19,TH1913,2017,8845,8797,5313,601,604
TH19,TH1913,2018,8681,8625,5261,606,610
TH19,TH1913,2020,8147,8116,4740,582,584
TH20,TH2001,2012,1590,1590,625,393,393
TH20,TH2001,2013,1560,1545,637,408,412
TH20,TH2001,2014,1055,1052,411,390,391
TH20,TH2001,2015,995,992,398,400,401
TH20,TH2001,2016,1422,1406,598,421,425
TH20,TH2001,2017,778,767,331,425,432
TH20,TH2001,2018,787,787,316,402,402
TH20,TH2001,2020,871,867,356,409,411
TH20,TH2002,2012,8244,8244,3850,467,467
TH20,TH2002,2013,8326,7993,3677,442,460
TH20,TH2002,2014,7575,7484,3293,435,440
TH20,TH2002,2015,4791,4771,2085,435,437
TH20,TH2002,2016,6471,6342,2930,453,462
TH20,TH2002,2017,6402,6377,2902,453,455
TH20,TH2002,2018,6424,6400,2963,461,463
TH20,TH2002,2020,6998,6945,3007,430,433
TH20,TH2003,2012,150,150,58,387,387
TH20,TH2003,2013,147,147,59,401,401
TH20,TH2003,2014,410,409,161,393,394
TH20,TH2003,2015,387,386,148,382,383
TH20,TH2003,2016,353,353,142,402,402
TH20,TH2003,2017,421,421,166,394,394
TH20,TH2003,2018,356,353,143,402,405
TH20,TH2003,2020,384,382,149,388,390
TH20,TH2004,2012,1338,1312,521,389,397
TH20,TH2004,2013,1267,1256,521,411,415
TH20,TH2004,2014,1082,1079,488,451,452
TH20,TH2004,2015,1048,1045,510,487,488
TH20,TH2004,2016,1030,1025,460,447,449
TH20,TH2004,2017,1287,1287,544,423,423
TH20,TH2004,2018,813,787,320,394,407
TH20,TH2004,2020,943,930,379,402,408
TH20,TH2005,2012,10206,9967,4575,448,459
TH20,TH2005,2013,7567,7406,3422,452,462
TH20,TH2005,2014,7248,7202,3299,455,458
TH20,TH2005,2015,6389,6349,2959,463,466
TH20,TH2005,2016,5229,5161,2410,461,467
TH20,TH2005,2017,5111,5084,2511,491,494
TH20,TH2005,2018,4956,4718,2307,465,489
TH20,TH2005,2020,5300,5249,2530,477,482
TH20,TH2006,2012,53655,48570,25256,471,520
TH20,TH2006,2013,53177,49010,25093,472,512
TH20,TH2006,2014,53354,52820,26991,506,511
TH20,TH2006,2015,48066,46237,23165,482,501
TH20,TH2006,2016,49545,48955,24918,503,509
TH20,TH2006,2017,48316,35446,17439,361,492
TH20,TH2006,2018,45940,40118,19497,424,486
TH20,TH2006,2020,45470,43702,21501,473,492
TH20,TH2007,2012,1027,1027,413,402,402
TH20,TH2007,2013,1004,971,437,435,450
TH20,TH2007,2014,803,802,364,453,454
TH20,TH2007,2015,480,476,206,429,433
TH20,TH2007,2016,464,464,222,478,478
TH20,TH2007,2017,470,470,213,453,453
TH20,TH2007,2018,404,404,187,463,463
TH20,TH2007,2020,456,456,214,469,469
TH20,TH2009,2012,199,199,70,352,352
TH20,TH2009,2013,105,85,33,314,388
TH20,TH2009,2014,105,103,38,362,369
TH20,TH2009,2016,19,19,7,368,368
TH20,TH2009,2017,19,19,7,368,368
TH20,TH2009,2018,19,19,7,368,368
TH20,TH2009,2020,16,16,6,375,375
TH20,TH2010,2012,3475,3282,1395,401,425
TH20,TH2010,2013,2925,2842,1196,409,421
TH20,TH2010,2014,2674,2645,1111,415,420
TH20,TH2010,2015,2358,2352,833,353,354
TH20,TH2010,2016,2297,2287,949,413,415
TH20,TH2010,2017,2880,2867,1167,405,407
TH20,TH2010,2018,2494,2485,1024,411,412
TH20,TH2010,2020,2396,2384,963,402,404
TH20,TH2011,2012,5978,4910,2362,395,481
TH20,TH2011,2013,5667,5177,2433,429,470
TH20,TH2011,2014,5291,5152,2432,460,472
TH20,TH2011,2015,4111,4093,1649,401,403
TH20,TH2011,2016,4940,4440,1856,376,418
TH20,TH2011,2017,4326,4217,1780,411,422
TH20,TH2011,2018,5160,5087,2320,450,456
TH21,TH2101,2012,3393,3228,1243,366,385
TH21,TH2101,2013,3468,3228,1307,377,405
TH21,TH2101,2014,3359,3339,1339,399,401
TH21,TH2101,2015,2343,2318,841,359,363
TH21,TH2101,2016,2147,2120,818,381,386
TH21,TH2101,2017,1835,1798,827,451,460
TH21,TH2101,2018,1755,1706,761,434,446
TH21,TH2101,2020,1181,1152,507,429,440
TH21,TH2102,2012,6,6,3,417,417
TH21,TH2102,2013,7,7,3,429,429
TH21,TH2102,2014,17,17,7,412,412
TH21,TH2102,2015,17,17,6,353,353
TH21,TH2102,2016,9,9,3,333,333
TH21,TH2102,2017,5,5,2,400,400
TH21,TH2102,2018,3,3,1,333,333
TH21,TH2103,2012,5615,5615,2280,406,406
TH21,TH2103,2013,5757,5727,2434,423,425
TH21,TH2103,2014,5193,5158,2373,457,460
TH21,TH2103,2015,3744,3733,1516,405,406
TH21,TH2103,2016,3409,3375,1424,418,422
TH21,TH2103,2017,2452,2422,993,405,410
TH21,TH2103,2018,2255,2210,886,393,401
TH21,TH2103,2020,2269,2264,878,387,388
TH21,TH2104,2012,479,464,162,339,350
TH21,TH2104,2013,375,364,131,349,360
TH21,TH2104,2014,356,356,125,351,351
TH21,TH2104,2015,347,347,124,357,357
TH21,TH2104,2016,250,241,82,328,340
TH21,TH2104,2017,120,120,41,342,342
TH21,TH2104,2018,121,116,39,322,336
TH21,TH2105,2012,11592,11592,5158,445,445
TH21,TH2105,2013,11102,9767,4493,405,460
TH21,TH2105,2014,11214,11168,5707,509,511
TH21,TH2105,2015,10558,10425,5067,480,486
TH21,TH2105,2016,9311,9246,4641,498,502
TH21,TH2105,2017,6543,6392,3273,500,512
TH21,TH2105,2018,6449,6379,3381,524,530
TH21,TH2105,2020,6160,6131,3384,549,552
TH21,TH2106,2012,45,45,15,340,340
TH21,TH2106,2013,22,22,8,364,364
TH21,TH2106,2014,59,59,21,356,356
TH21,TH2106,2015,18,18,6,333,333
TH21,TH2106,2016,15,15,5,333,333
TH21,TH2106,2017,15,15,6,400,400
TH21,TH2106,2018,5,5,2,400,400
TH21,TH2106,2020,8,8,3,375,375
TH21,TH2107,2012,590,590,195,330,330
TH21,TH2107,2013,650,603,206,317,342
TH21,TH2107,2014,737,717,247,335,344
TH21,TH2107,2015,517,490,163,315,333
TH21,TH2107,2016,503,477,156,310,327
TH21,TH2107,2017,326,321,106,325,330
TH21,TH2107,2018,305,303,120,393,396
TH21,TH2107,2020,320,313,117,366,374
TH21,TH2108,2012,40,40,8,190,190
TH21,TH2108,2013,29,29,12,414,414
TH21,TH2108,2014,15,15,6,400,400
TH21,TH2108,2015,15,15,6,400,400
TH21,TH2108,2016,22,22,9,409,409
TH21,TH2108,2017,5,5,2,400,400
TH21,TH2108,2020,8,8,3,375,375
TH22,TH2201,2012,4036,4036,1497,371,371
TH22,TH2201,2013,3835,2536,898,234,354
TH22,TH2201,2014,3688,3678,1361,369,370
TH22,TH2201,2015,3402,3360,1213,357,361
TH22,TH2201,2016,3109,2925,1088,350,372
TH22,TH2201,2017,2864,2796,1021,356,365
TH22,TH2201,2018,2694,2569,992,368,386
TH22,TH2201,2020,2623,2615,947,361,362
TH22,TH2202,2012,5897,5897,2282,387,387
TH22,TH2202,2013,5877,5827,2418,411,415
TH22,TH2202,2014,3606,3545,1414,392,399
TH22,TH2202,2015,3465,3406,1339,386,393
TH22,TH2202,2016,2774,2771,1117,403,403
TH22,TH2202,2017,2189,2169,846,386,390
TH22,TH2202,2018,2278,2163,818,359,378
TH22,TH2202,2020,2296,2239,853,372,381
TH22,TH2203,2012,2210,2210,725,328,328
TH22,TH2203,2013,2250,2232,781,347,350
TH22,TH2203,2014,1865,1814,597,320,329
TH22,TH2203,2015,1789,1775,557,311,314
TH22,TH2203,2016,1604,1596,484,302,303
TH22,TH2203,2017,1580,1572,473,299,301
TH22,TH2203,2018,1651,1569,463,280,295
TH22,TH2204,2012,1047,1047,443,423,423
TH22,TH2204,2013,975,915,375,385,410
TH22,TH2204,2014,1679,1657,620,369,374
TH22,TH2204,2015,1614,1605,589,365,367
TH22,TH2204,2016,1547,1544,499,323,323
TH22,TH2204,2017,858,833,283,330,340
TH22,TH2204,2018,1037,1032,322,311,312
TH22,TH2204,2020,1156,1148,375,324,327
TH22,TH2205,2012,3742,3742,1373,367,367
TH22,TH2205,2013,2558,2534,950,371,375
TH22,TH2205,2014,2485,2479,930,374,375
TH22,TH2205,2015,2350,2322,771,328,332
TH22,TH2205,2016,1605,1597,533,332,334
TH22,TH2205,2017,1466,1436,474,323,330
TH22,TH2205,2018,1550,1498,476,307,318
TH22,TH2205,2020,1231,1216,399,324,328
TH22,TH2206,2012,2290,2290,822,359,359
TH22,TH2206,2013,2362,2347,972,412,414
TH22,TH2206,2014,1915,1892,787,411,416
TH22,TH2206,2015,2025,2017,833,411,413
TH22,TH2206,2016,1932,1904,828,429,435
TH22,TH2206,2017,1902,1846,770,405,417
TH22,TH2206,2018,1890,1878,883,467,470
TH22,TH2207,2012,2324,2324,741,319,319
TH22,TH2207,2013,2344,2344,799,341,341
TH22,TH2207,2014,2110,2074,686,325,331
TH22,TH2207,2015,2005,1986,665,332,335
TH22,TH2207,2016,1821,1775,570,313,321
TH22,TH2207,2017,1070,1062,327,306,308
TH22,TH2207,2018,1191,1184,424,356,358
TH22,TH2207,2020,981,974,368,375,378
TH22,TH2208,2012,805,805,251,312,312
TH22,TH2208,2013,783,783,254,324,324
TH22,TH2208,2014,997,972,309,310,318
TH22,TH2208,2015,706,700,226,320,323
TH22,TH2208,2016,559,559,172,308,308
TH22,TH2208,2017,459,454,138,301,304
TH22,TH2208,2018,255,235,71,278,302
TH22,TH2209,2012,2366,2366,883,373,373
TH22,TH2209,2013,2344,2344,926,395,395
TH22,TH2209,2014,2236,2198,835,373,380
TH22,TH2209,2015,1955,1943,686,351,353
TH22,TH2209,2016,1474,1466,520,353,355
TH22,TH2209,2017,1424,1312,463,325,353
TH22,TH2209,2018,1324,1301,497,375,382
TH22,TH2209,2020,1265,1230,464,367,377
TH22,TH2210,2012,1678,1678,698,416,416
TH22,TH2210,2013,1153,1143,465,403,407
TH22,TH2210,2014,713,713,297,417,417
TH22,TH2210,2015,513,505,205,400,406
TH22,TH2210,2016,420,420,165,393,393
TH22,TH2210,2017,233,228,89,382,390
TH22,TH2210,2018,268,268,102,381,381
TH22,TH2210,2020,90,90,33,367,367
TH23,TH2301,2012,19216,19024,7762,404,408
TH23,TH2301,2013,18572,18264,7561,407,414
TH23,TH2301,2014,16149,16056,6872,426,428
TH23,TH2301,2015,14807,14687,6036,408,411
TH23,TH2301,2016,14661,14261,5918,404,415
TH23,TH2301,2017,14251,14211,6480,455,456
TH23,TH2301,2018,13576,13305,6094,449,458
TH23,TH2301,2020,13143,12927,5817,443,450
TH23,TH2302,2012,230,230,83,361,361
TH23,TH2302,2013,107,107,39,364,364
TH23,TH2302,2014,118,63,22,186,349
TH23,TH2302,2015,131,128,37,282,289
TH23,TH2302,2016,72,47,15,208,319
TH23,TH2302,2017,32,32,10,313,313
TH23,TH2302,2018,43,43,14,326,326
TH23,TH2302,2020,47,47,15,319,319
TH23,TH2303,2012,1161,1161,406,350,350
TH23,TH2303,2013,1117,790,273,244,346
TH23,TH2303,2014,593,570,180,304,316
TH23,TH2303,2015,473,468,149,315,318
TH23,TH2303,2016,511,502,177,346,353
TH23,TH2303,2017,217,216,69,318,319
TH23,TH2303,2018,196,194,63,321,325
TH23,TH2303,2020,273,273,88,322,322
TH23,TH2304,2012,767,767,248,323,323
TH23,TH2304,2013,624,611,196,314,321
TH23,TH2304,2014,615,599,189,307,316
TH23,TH2304,2015,494,490,152,308,310
TH23,TH2304,2016,565,560,178,315,318
TH23,TH2304,2017,483,481,150,311,312
TH23,TH2304,2018,372,372,124,333,333
TH23,TH2305,2012,430,430,176,409,409
TH23,TH2305,2013,260,260,116,446,446
TH23,TH2305,2014,365,360,146,400,406
TH23,TH2305,2015,365,361,137,375,380
TH23,TH2305,2016,365,365,147,403,403
TH23,TH2305,2017,365,362,164,449,453
TH23,TH2305,2018,328,319,150,457,470
TH23,TH2305,2020,323,319,149,461,467
TH24,TH2401,2012,97512,97340,72032,739,740
TH24,TH2401,2013,98044,97886,73806,753,754
TH24,TH2401,2014,99122,99011,75248,759,760
TH24,TH2401,2015,93579,93005,65383,699,703
TH24,TH2401,2016,90908,90212,64953,714,720
TH24,TH2401,2017,91852,91645,65251,710,712
TH24,TH2401,2018,92242,92092,66306,719,720
TH24,TH2401,2020,94578,94367,67189,710,712
TH24,TH2402,2012,23573,22581,15400,653,682
TH24,TH2402,2013,23482,22395,15005,639,670
TH24,TH2402,2014,25222,24776,16550,656,668
TH24,TH2402,2015,21935,21741,13436,613,618
TH24,TH2402,2016,16546,16427,10349,625,630
TH24,TH2402,2017,18712,18614,12062,645,648
TH24,TH2402,2018,19276,19162,12379,642,646
TH24,TH2402,2020,18068,17822,11584,641,650
TH24,TH2403,2012,246320,239216,174628,709,730
TH24,TH2403,2013,227292,225254,163760,720,727
TH24,TH2403,2014,244609,243151,176284,721,725
TH24,TH2403,2015,205213,199936,141955,692,710
TH24,TH2403,2016,207574,206058,149598,721,726
TH24,TH2403,2017,215847,208233,153259,710,736
TH24,TH2403,2018,217095,215448,157277,724,730
TH24,TH2403,2020,204702,203034,138063,674,680
TH24,TH2404,2012,13236,13216,9264,700,701
TH24,TH2404,2013,15035,14587,10269,683,704
TH24,TH2404,2014,18833,18751,13351,709,712
TH24,TH2404,2015,12353,12104,8436,683,697
TH24,TH2404,2016,11241,11154,7652,681,686
TH24,TH2404,2017,11400,11374,7837,687,689
TH24,TH2404,2018,11792,11495,7874,668,685
TH24,TH2404,2020,10835,10677,6331,584,593
TH24,TH2405,2012,24533,24038,16418,669,683
TH24,TH2405,2013,24683,22829,15706,636,688
TH24,TH2405,2014,22618,22534,15436,682,685
TH24,TH2405,2015,20380,20172,13717,673,680
TH24,TH2405,2016,20017,19871,13612,680,685
TH24,TH2405,2017,21335,20269,13783,646,680
TH24,TH2405,2018,22218,21458,14398,648,671
TH24,TH2405,2020,17626,16803,10771,611,641
TH24,TH2406,2012,109108,108290,64433,591,595
TH24,TH2406,2013,106609,103958,64246,603,618
TH24,TH2406,2014,105629,105081,64940,615,618
TH24,TH2406,2015,100120,98906,59443,594,601
TH24,TH2406,2016,102298,100457,61781,604,615
TH24,TH2406,2017,104145,102863,64289,617,625
TH24,TH2406,2018,105095,104337,62811,598,602
TH24,TH2406,2020,87981,86767,43036,489,496
TH24,TH2407,2012,52327,47333,27926,534,590
TH24,TH2407,2013,47914,46048,28504,595,619
TH24,TH2407,2014,52945,52636,33161,626,630
TH24,TH2407,2015,34304,33813,21133,616,625
TH24,TH2407,2016,38159,36597,23129,606,632
TH24,TH2407,2017,40501,40024,25415,628,635
TH24,TH2407,2018,38650,38136,24903,644,653
TH24,TH2408,2012,86358,86178,31024,359,360
TH24,TH2408,2013,85195,84335,31879,374,378
TH24,TH2408,2014,78580,78043,29266,372,375
TH24,TH2408,2015,74180,73442,26219,353,357
TH24,TH2408,2016,67545,66661,23265,344,349
TH24,TH2408,2017,63953,63807,23353,365,366
TH24,TH2408,2018,62294,62105,23910,384,385
TH24,TH2408,2020,55047,54036,17832,324,330
TH24,TH2409,2012,24525,23959,11980,488,500
TH24,TH2409,2013,24382,23374,11874,487,508
TH24,TH2409,2014,23049,22906,11476,498,501
TH24,TH2409,2015,19207,18929,8556,445,452
TH24,TH2409,2016,20949,20693,9519,454,460
TH24,TH2409,2017,13926,10822,5259,378,486
TH24,TH2409,2018,13728,13522,6274,457,464
TH24,TH2409,2020,14221,13104,6251,440,477
TH24,TH2410,2012,29431,29000,10411,354,359
TH24,TH2410,2013,27975,27743,9932,355,358
TH24,TH2410,2014,24060,23640,8014,333,339
TH24,TH2410,2015,13164,13044,4331,329,332
TH24,TH2410,2016,15216,14455,5117,336,354
TH24,TH2410,2017,13731,13680,4761,347,348
TH24,TH2410,2018,15351,15279,5669,369,371
TH24,TH2411,2012,33723,33377,25333,751,759
TH24,TH2411,2013,32733,31455,23749,726,755
TH24,TH2411,2014,33879,33664,24979,737,742
TH24,TH2411,2015,29326,29047,21146,721,728
TH24,TH2411,2016,28500,27930,20612,723,738
TH24,TH2411,2017,30013,29923,22532,751,753
TH24,TH2411,2018,34528,34366,25156,729,732
TH24,TH2411,2020,34640,34473,25682,741,745
TH25,TH2501,2012,52283,48182,21007,402,436
TH25,TH2501,2013,55270,45979,19725,357,429
TH25,TH2501,2014,66437,66070,30260,455,458
TH25,TH2501,2015,47731,47408,21239,445,448
TH25,TH2501,2016,53308,51437,23198,435,451
TH25,TH2501,2017,56139,54656,25907,461,474
TH25,TH2501,2018,53032,52020,23409,441,450
TH25,TH2501,2020,52500,51974,23492,447,452
TH25,TH2502,2012,133380,104967,39992,300,381
TH25,TH2502,2013,131029,104511,42640,325,408
TH25,TH2502,2014,127760,125959,50132,392,398
TH25,TH2502,2015,117960,112533,40737,345,362
TH25,TH2502,2016,115921,110681,41616,359,376
TH25,TH2502,2017,100631,97172,35273,351,363
TH25,TH2502,2018,99145,95765,34092,344,356
TH25,TH2503,2012,33713,32268,13811,410,428
TH25,TH2503,2013,33270,30833,13258,398,430
TH25,TH2503,2014,37017,36739,15430,417,420
TH25,TH2503,2015,30263,30136,12235,404,406
TH25,TH2503,2016,28420,28166,12027,423,427
TH25,TH2503,2017,28802,28670,12672,440,442
TH25,TH2503,2018,29228,28474,11874,406,417
TH25,TH2503,2020,31295,30773,12217,390,397
TH25,TH2506,2012,87507,86862,46732,534,538
TH25,TH2506,2013,95002,93259,49147,517,527
TH25,TH2506,2014,99752,99383,55953,561,563
TH25,TH2506,2015,67274,65856,36814,547,559
TH25,TH2506,2016,78301,77940,44816,572,575
TH25,TH2506,2017,82403,81615,47173,572,578
TH25,TH2506,2018,74483,74147,41522,557,560
TH25,TH2506,2020,77598,77148,44592,575,578
TH25,TH2507,2012,53426,52953,14933,280,282
TH25,TH2507,2013,52776,41455,11566,219,279
TH25,TH2507,2014,51532,51010,14334,278,281
TH25,TH2507,2015,45362,45071,12304,271,273
TH25,TH2507,2016,41336,39742,11684,283,294
TH25,TH2507,2017,45373,43854,12542,276,286
TH25,TH2507,2018,41523,40517,10696,258,264
TH25,TH2507,2020,49508,48621,12885,260,265
TH25,TH2508,2012,66348,46230,18723,282,405
TH25,TH2508,2013,63836,48614,19154,300,394
TH25,TH2508,2014,62376,61907,25939,416,419
TH25,TH2508,2015,48006,45854,17149,357,374
TH25,TH2508,2016,48624,47552,18640,383,392
TH25,TH2508,2017,52386,50505,20455,390,405
TH25,TH2508,2018,49774,47813,18551,373,388
TH25,TH2509,2012,34917,32301,14245,408,441
TH25,TH2509,2013,34809,33968,14946,429,440
TH25,TH2509,2014,35493,35239,15858,447,450
TH25,TH2509,2015,30352,23456,10156,335,433
TH25,TH2509,2016,32113,31735,14376,448,453
TH25,TH2509,2017,35522,34989,15570,438,445
TH25,TH2509,2018,33830,33120,14010,414,423
TH25,TH2509,2020,35903,35133,15107,421,430
TH26,TH2601,2012,109592,109592,59618,544,544
TH26,TH2601,2013,107748,106038,59381,551,560
TH26,TH2601,2014,106948,106527,59336,555,557
TH26,TH2601,2015,99813,99285,53614,537,540
TH26,TH2601,2016,102241,101497,55925,547,551
TH26,TH2601,2017,103983,103205,57176,550,554
TH26,TH2601,2018,104748,103499,55682,532,538
TH26,TH2601,2020,101575,101055,52549,517,520
