admin1Pcode,admin2Pcode,year,area_planted_rai,area_harvested_rai,production_ton,yield_planted_kg_rai,yield_harvest_kg_rai
TH85,TH8505,2018,60,60,18,300,300
TH86,TH8601,2012,3959,3919,1630,412,416
TH86,TH8601,2013,3762,3710,1566,416,422
TH86,TH8601,2014,2635,2613,1144,434,438
TH86,TH8601,2015,2251,2071,911,405,440
TH86,TH8601,2016,2135,2134,962,451,451
TH86,TH8601,2017,2035,2019,917,451,454
TH86,TH8601,2018,1838,1717,750,408,437
TH86,TH8601,2020,1675,1675,754,450,450
TH86,TH8602,2012,2387,2331,713,299,306
TH86,TH8602,2013,2140,2069,637,298,308
TH86,TH8602,2014,2237,2219,759,339,342
TH86,TH8602,2015,1902,1727,608,320,352
TH86,TH8602,2016,1526,1522,556,364,365
TH86,TH8602,2017,637,630,244,383,387
TH86,TH8602,2018,954,909,335,351,369
TH86,TH8603,2012,391,360,117,299,325
TH86,TH8603,2013,981,979,305,311,312
TH86,TH8603,2014,1023,1023,359,351,351
TH86,TH8603,2015,866,866,315,364,364
TH86,TH8603,2016,219,219,79,361,361
TH86,TH8603,2017,255,255,97,380,380
TH86,TH8603,2018,241,241,92,382,382
TH86,TH8603,2020,381,381,157,412,412
TH86,TH8604,2014,21,21,8,381,381
TH86,TH8604,2020,4,4,1,250,250
TH86,TH8605,2020,5,5,1,200,200
TH86,TH8607,2012,110,109,35,318,321
TH86,TH8607,2013,130,128,46,354,359
TH86,TH8607,2014,161,161,58,360,360
TH86,TH8607,2015,55,55,20,364,364
TH86,TH8607,2016,82,82,29,354,354
TH86,TH8607,2018,34,33,10,294,303
TH86,TH8607,2020,100,100,35,350,350
TH86,TH8608,2012,12,12,3,250,250
TH86,TH8608,2014,13,13,5,385,385
TH86,TH8608,2017,13,13,5,385,385
TH86,TH8608,2018,8,8,3,375,375
TH90,TH9001,2012,2911,2911,1214,417,417
TH90,TH9001,2013,2865,2829,1174,410,415
TH90,TH9001,2014,2082,2082,829,398,398
TH90,TH9001,2015,1518,1518,610,402,402
TH90,TH9001,2016,1461,1426,585,400,410
TH90,TH9001,2017,1365,1269,516,378,407
TH90,TH9001,2018,1263,1263,523,414,414
TH90,TH9001,2020,1299,1299,534,411,411
TH90,TH9002,2012,26138,26138,11370,435,435
TH90,TH9002,2013,26357,15095,7170,272,475
TH90,TH9002,2014,29015,29015,11635,401,401
TH90,TH9002,2015,26035,25946,10923,420,421
TH90,TH9002,2016,27993,18820,7791,278,414
TH90,TH9002,2017,25801,10784,4421,171,410
TH90,TH9002,2018,26932,26932,11877,441,441
TH90,TH9002,2020,26858,26788,10715,399,400
TH90,TH9003,2012,10855,10855,5243,483,483
TH90,TH9003,2013,7855,7732,3603,459,466
TH90,TH9003,2014,7650,7650,2838,371,371
TH90,TH9003,2015,8713,8517,3236,371,380
TH90,TH9003,2016,8225,8076,3109,378,385
TH90,TH9003,2017,7143,6735,2627,368,390
TH90,TH9003,2018,7627,7627,2975,390,390
TH90,TH9003,2020,9736,9585,3192,328,333
TH90,TH9004,2012,2598,2598,1039,400,400
TH90,TH9004,2013,2594,2590,995,384,384
TH90,TH9004,2014,936,933,349,373,374
TH90,TH9004,2015,1208,1204,458,379,380
TH90,TH9004,2016,1075,1047,406,378,388
TH90,TH9004,2017,1015,1007,388,382,385
TH90,TH9004,2018,385,385,134,348,348
TH90,TH9004,2020,376,376,132,351,351
TH90,TH9005,2012,4128,4128,1577,382,382
TH90,TH9005,2013,4039,4027,1554,385,386
TH90,TH9005,2014,4741,4741,1517,320,320
TH90,TH9005,2015,3524,3524,1117,317,317
TH90,TH9005,2016,3378,3078,954,282,310
TH90,TH9005,2017,3775,3443,1119,296,325
TH90,TH9005,2018,4105,4105,1355,330,330
TH90,TH9005,2020,3923,3923,1255,320,320
TH90,TH9006,2012,1246,1246,421,338,338
TH90,TH9006,2013,1175,1105,383,326,347
TH90,TH9006,2014,1631,1626,528,324,325
TH90,TH9006,2015,1607,1588,524,326,330
TH90,TH9006,2016,985,968,345,350,356
TH90,TH9006,2017,1283,1133,408,318,360
TH90,TH9006,2018,1701,1701,614,361,361
TH90,TH9007,2012,103008,102508,72371,703,706
TH90,TH9007,2013,102119,100758,71034,696,705
TH90,TH9007,2014,91424,91424,60066,657,657
TH90,TH9007,2015,95233,94676,62486,656,660
TH90,TH9007,2016,85054,70421,47323,556,672
TH90,TH9007,2017,109148,101921,69408,636,681
TH90,TH9007,2018,101743,101743,68677,675,675
TH90,TH9007,2020,82405,76530,48137,584,629
TH90,TH9008,2012,19352,19352,10663,551,551
TH90,TH9008,2013,23200,15730,8966,386,570
TH90,TH9008,2014,17613,16792,8900,505,530
TH90,TH9008,2015,15516,15357,7924,511,516
TH90,TH9008,2016,15146,5607,2843,188,507
TH90,TH9008,2017,18356,8892,4775,260,537
TH90,TH9008,2018,16507,16507,8320,504,504
TH90,TH9009,2012,14571,13881,5358,368,386
TH90,TH9009,2013,16932,16206,6353,375,392
TH90,TH9009,2014,11788,11788,4951,420,420
TH90,TH9009,2015,9976,9976,4040,405,405
TH90,TH9009,2016,11345,11045,4683,413,424
TH90,TH9009,2017,8836,8554,3695,418,432
TH90,TH9009,2018,9915,9842,4134,417,420
TH90,TH9009,2020,10372,10241,4301,415,420
TH90,TH9010,2012,157,157,54,344,344
TH90,TH9010,2013,127,127,46,362,362
TH90,TH9010,2014,78,78,29,372,372
TH90,TH9010,2015,91,91,33,363,363
TH90,TH9010,2016,141,141,51,362,362
TH90,TH9010,2017,153,153,55,359,359
TH90,TH9010,2018,149,149,55,369,369
TH90,TH9010,2020,164,164,65,396,396
TH90,TH9011,2012,3983,3329,1275,320,383
TH90,TH9011,2013,3175,2403,952,300,396
TH90,TH9011,2014,3182,3061,1175,369,384
TH90,TH9011,2015,2756,2651,1026,372,387
TH90,TH9011,2016,2816,2638,1042,370,395
TH90,TH9011,2017,2675,2628,1033,386,393
TH90,TH9011,2018,2501,2501,1000,400,400
TH90,TH9011,2020,2591,2591,1073,414,414
TH90,TH9012,2012,277,277,132,477,477
TH90,TH9012,2013,230,224,107,465,478
TH90,TH9012,2014,70,70,29,414,414
TH90,TH9012,2015,68,68,28,412,412
TH90,TH9012,2016,72,72,30,417,417
TH90,TH9012,2017,60,60,25,417,417
TH90,TH9012,2018,53,53,23,434,434
TH90,TH9013,2012,11697,11697,4807,411,411
TH90,TH9013,2013,8464,7159,3007,355,420
TH90,TH9013,2014,8634,8634,3324,385,385
TH90,TH9013,2015,8879,8879,3623,408,408
TH90,TH9013,2016,7722,7432,3069,397,413
TH90,TH9013,2017,6716,6551,2725,406,416
TH90,TH9013,2018,6716,6716,2821,420,420
TH90,TH9013,2020,6249,6242,2497,400,400
TH90,TH9014,2020,2456,2454,1048,427,427
TH90,TH9015,2012,24549,24549,11734,478,478
TH90,TH9015,2013,25437,20884,10108,397,484
TH90,TH9015,2014,23710,23710,10480,442,442
TH90,TH9015,2015,22810,22503,9721,426,432
TH90,TH9015,2016,22015,21975,9515,432,433
TH90,TH9015,2017,21594,20908,8928,413,427
TH90,TH9015,2018,19800,19800,9108,460,460
TH90,TH9015,2020,20682,20382,8479,410,416
TH90,TH9016,2012,1311,1311,464,354,354
TH90,TH9016,2013,1379,1310,481,349,367
TH90,TH9016,2014,983,983,344,350,350
TH90,TH9016,2015,969,969,337,348,348
TH90,TH9016,2016,953,942,349,366,370
TH90,TH9016,2017,720,660,248,344,376
TH90,TH9016,2018,874,874,313,358,358
TH90,TH9016,2020,1084,1084,392,362,362
TH91,TH9101,2012,8168,8115,2840,348,350
TH91,TH9101,2013,7854,7841,2799,356,357
TH91,TH9101,2014,7354,7354,2831,385,385
TH91,TH9101,2015,7214,6980,2722,377,390
TH91,TH9101,2016,6933,6933,2593,374,374
TH91,TH9101,2017,5266,4645,1765,335,380
TH91,TH9101,2018,5302,5302,2089,394,394
TH91,TH9101,2020,5224,5224,2069,396,396
TH91,TH9102,2012,4350,4324,1626,374,376
TH91,TH9102,2013,4042,4012,1525,377,380
TH91,TH9102,2014,3259,3259,1196,367,367
TH91,TH9102,2015,2901,2901,1073,370,370
TH91,TH9102,2016,2909,2909,1167,401,401
TH91,TH9102,2017,2873,2857,1131,394,396
TH91,TH9102,2018,2632,2632,1155,439,439
TH91,TH9102,2020,2526,2526,419,166,166
TH91,TH9103,2012,953,944,414,434,439
TH91,TH9103,2013,920,917,358,389,390
TH91,TH9103,2014,670,670,235,351,351
TH91,TH9103,2015,589,589,213,362,362
TH91,TH9103,2016,658,658,247,375,375
TH91,TH9103,2017,658,658,259,394,394
TH91,TH9103,2018,620,620,248,400,400
TH91,TH9103,2020,686,686,259,378,378
TH91,TH9104,2012,4919,4867,1874,381,385
TH91,TH9104,2013,4744,4729,1811,382,383
TH91,TH9104,2014,4625,4625,1711,370,370
TH91,TH9104,2015,4013,4013,1493,372,372
TH91,TH9104,2016,3537,3537,1397,395,395
TH91,TH9104,2017,3936,3859,1497,380,388
TH91,TH9104,2018,3023,3023,1270,420,420
TH91,TH9105,2012,13738,13463,5628,410,418
TH91,TH9105,2013,12695,12665,5370,423,424
TH91,TH9105,2014,10245,10167,4219,412,415
TH91,TH9105,2015,10208,10045,4219,413,420
TH91,TH9105,2016,7487,7487,3534,472,472
TH91,TH9105,2017,7294,6543,2944,404,450
TH91,TH9105,2018,7389,7389,3517,476,476
TH91,TH9105,2020,7087,7087,3373,476,476
TH91,TH9106,2012,753,746,295,392,395
TH91,TH9106,2013,145,142,56,386,394
TH91,TH9106,2014,61,61,24,393,393
TH91,TH9106,2015,87,87,34,391,391
TH91,TH9106,2016,39,39,19,487,487
TH91,TH9106,2017,27,27,13,481,481
TH91,TH9106,2018,8,8,4,500,500
TH91,TH9106,2020,6,6,3,500,500
TH91,TH9107,2014,2,2,68,340,340
TH91,TH9107,2020,478,478,120,251,251
TH92,TH9201,2012,4210,4210,1987,472,472
TH92,TH9201,2013,3895,3854,1719,441,446
TH92,TH9201,2014,3762,3730,1649,438,442
TH92,TH9201,2015,3895,3880,1730,444,446
TH92,TH9201,2016,3880,3845,1784,460,464
TH92,TH9201,2017,2172,2172,1001,461,461
TH92,TH9201,2018,1759,1759,841,478,478
TH92,TH9201,2020,1941,1941,885,456,456
TH92,TH9202,2012,355,355,98,276,276
TH92,TH9202,2013,110,100,32,291,320
TH92,TH9202,2014,113,113,36,319,319
TH92,TH9202,2015,130,125,43,331,344
TH92,TH9202,2016,130,130,45,346,346
TH92,TH9202,2017,123,123,42,341,341
TH92,TH9202,2018,72,72,24,333,333
TH92,TH9202,2020,98,98,34,347,347
TH92,TH9203,2012,318,318,102,321,321
TH92,TH9203,2013,235,235,82,349,349
TH92,TH9203,2014,136,136,47,346,346
TH92,TH9203,2015,253,253,91,360,360
TH92,TH9203,2016,253,253,89,352,352
TH92,TH9203,2017,257,257,97,377,377
TH92,TH9203,2018,313,313,119,380,380
TH92,TH9204,2012,274,274,90,328,328
TH92,TH9204,2013,510,510,230,451,451
TH92,TH9204,2014,313,313,129,412,412
TH92,TH9204,2015,597,597,250,419,419
TH92,TH9204,2016,597,597,254,425,425
TH92,TH9204,2017,328,328,167,509,509
TH92,TH9204,2018,339,339,154,454,454
TH92,TH9204,2020,331,331,134,405,405
TH92,TH9205,2012,241,241,79,328,328
TH92,TH9205,2013,86,81,27,314,333
TH92,TH9205,2014,101,101,34,337,337
TH92,TH9205,2015,80,80,27,338,338
TH92,TH9205,2016,80,80,28,350,350
TH92,TH9205,2017,64,64,23,359,359
TH92,TH9205,2018,49,49,17,347,347
TH92,TH9205,2020,136,136,47,346,346
TH92,TH9206,2012,1103,1103,387,351,351
TH92,TH9206,2013,1231,1211,448,364,370
TH92,TH9206,2014,988,978,356,360,364
TH92,TH9206,2015,1231,1231,455,370,370
TH92,TH9206,2016,1048,1048,398,380,380
TH92,TH9206,2017,760,760,294,387,387
TH92,TH9206,2018,826,826,326,395,395
TH92,TH9207,2012,479,479,174,363,363
TH92,TH9207,2013,350,340,119,340,350
TH92,TH9207,2014,268,268,93,347,347
TH92,TH9207,2015,245,245,85,347,347
TH92,TH9207,2016,280,280,118,421,421
TH92,TH9207,2017,210,210,89,424,424
TH92,TH9207,2018,204,204,81,397,397
TH92,TH9207,2020,1845,1845,648,351,351
TH92,TH9208,2012,6075,6075,2084,343,343
TH92,TH9208,2013,6374,6324,2201,345,348
TH92,TH9208,2014,6409,6355,2212,345,348
TH92,TH9208,2015,5823,5770,2054,353,356
TH92,TH9208,2016,5743,5743,2251,392,392
TH92,TH9208,2017,6108,6108,2510,411,411
TH92,TH9208,2018,4543,4543,1999,440,440
TH92,TH9208,2020,4710,4710,1936,411,411
TH92,TH9209,2012,38,38,13,342,342
TH92,TH9209,2013,38,38,13,342,342
TH92,TH9209,2014,38,38,13,342,342
TH92,TH9209,2015,38,38,13,342,342
TH92,TH9209,2016,42,42,15,357,357
TH92,TH9209,2017,38,38,13,342,342
TH92,TH9209,2018,30,30,10,333,333
TH92,TH9209,2020,288,288,91,316,316
TH92,TH9210,2012,96,96,32,333,333
TH92,TH9210,2013,99,94,35,354,372
TH92,TH9210,2014,68,68,24,353,353
TH92,TH9210,2016,10,10,4,400,400
TH92,TH9210,2017,11,11,4,364,364
TH92,TH9210,2020,44,44,15,341,341
TH93,TH9301,2012,47513,46640,24766,521,531
TH93,TH9301,2013,47787,46695,24888,521,533
TH93,TH9301,2014,49822,49318,22094,443,448
TH93,TH9301,2015,49757,49557,22053,443,445
TH93,TH9301,2016,47849,46054,20862,436,453
TH93,TH9301,2017,47630,45300,20657,434,456
TH93,TH9301,2018,53022,53022,24019,453,453
TH93,TH9301,2020,59871,59576,26928,450,452
TH93,TH9302,2012,11385,11075,5083,446,459
TH93,TH9302,2013,9263,8974,4083,441,455
TH93,TH9302,2014,5171,5166,2144,415,415
TH93,TH9302,2015,5142,5071,2094,407,413
TH93,TH9302,2016,5171,5051,2217,429,439
TH93,TH9302,2017,4659,4189,1814,389,433
TH93,TH9302,2018,4143,4143,1873,452,452
TH93,TH9302,2020,3939,3939,1761,447,447
TH93,TH9303,2012,12192,9292,4144,340,446
TH93,TH9303,2013,10701,10292,4508,421,438
TH93,TH9303,2014,10523,10479,4244,403,405
TH93,TH9303,2015,10523,10479,4401,418,420
TH93,TH9303,2016,10456,9508,3993,382,420
TH93,TH9303,2017,10512,8562,3579,340,418
TH93,TH9303,2018,8664,8664,3639,420,420
TH93,TH9303,2020,7995,7914,3324,416,420
TH93,TH9304,2012,1099,996,432,393,434
TH93,TH9304,2013,1250,1240,546,437,440
TH93,TH9304,2014,1331,1331,539,405,405
TH93,TH9304,2015,1331,1331,539,405,405
TH93,TH9304,2016,1308,1207,515,394,427
TH93,TH9304,2017,1331,1158,486,365,420
TH93,TH9304,2018,1376,1376,571,415,415
TH93,TH9304,2020,1383,1383,574,415,415
TH93,TH9305,2012,42719,30997,13515,316,436
TH93,TH9305,2013,43295,41415,18264,422,441
TH93,TH9305,2014,39328,38566,15426,392,400
TH93,TH9305,2015,37146,36693,16512,445,450
TH93,TH9305,2016,37146,31176,14466,389,464
TH93,TH9305,2017,40261,36473,16778,417,460
TH93,TH9305,2018,43532,43532,20242,465,465
TH93,TH9305,2020,47137,46437,21779,462,469
TH93,TH9306,2012,13402,12849,4292,320,334
TH93,TH9306,2013,12950,12416,4817,372,388
TH93,TH9306,2014,11430,11253,4501,394,400
TH93,TH9306,2015,10700,10700,4216,394,394
TH93,TH9306,2016,10869,9425,3836,353,407
TH93,TH9306,2017,11574,9551,3897,337,408
TH93,TH9306,2018,10627,10627,4251,400,400
TH93,TH9306,2020,11438,11224,4602,402,410
TH93,TH9307,2012,1035,1028,453,438,441
TH93,TH9307,2013,968,964,429,443,445
TH93,TH9307,2014,929,929,373,402,402
TH93,TH9307,2015,929,929,373,402,402
TH93,TH9307,2016,910,901,362,398,402
TH93,TH9307,2017,905,885,362,400,409
TH93,TH9307,2018,972,972,400,412,412
TH93,TH9307,2020,1090,1090,449,412,412
TH93,TH9308,2012,6524,6384,2681,411,420
TH93,TH9308,2013,6328,6290,2629,415,418
TH93,TH9308,2014,9121,9101,3686,404,405
TH93,TH9308,2015,7722,7424,2895,375,390
TH93,TH9308,2016,7362,6974,2657,361,381
TH93,TH9308,2017,7016,6477,2526,360,390
TH93,TH9308,2018,7101,7101,2784,392,392
TH93,TH9308,2020,7008,6994,2770,395,396
TH93,TH9309,2012,3099,2929,1394,450,476
TH93,TH9309,2013,3379,3279,1528,452,466
TH93,TH9309,2014,3143,3115,1262,402,405
TH93,TH9309,2015,3010,2998,1205,400,402
TH93,TH9309,2016,2786,2002,823,295,411
TH93,TH9309,2017,2814,2061,833,296,404
TH93,TH9309,2018,2135,2135,886,415,415
TH93,TH9310,2012,5391,5367,2447,454,456
TH93,TH9310,2013,4626,4626,2091,452,452
TH93,TH9310,2014,4644,4621,1885,406,408
TH93,TH9310,2015,4360,4360,1918,440,440
TH93,TH9310,2016,4325,3812,1502,347,394
TH93,TH9310,2017,4207,4146,1741,414,420
TH93,TH9310,2018,4026,4026,1731,430,430
TH93,TH9310,2020,4459,4459,1966,441,441
TH93,TH9311,2012,692,692,295,426,426
TH93,TH9311,2013,655,655,282,431,431
TH93,TH9311,2014,1096,1096,438,400,400
TH93,TH9311,2015,1096,1096,438,400,400
TH93,TH9311,2016,802,802,330,411,411
TH93,TH9311,2017,850,845,358,421,424
TH93,TH9311,2018,794,794,337,424,424
TH94,TH9401,2012,4270,4190,1341,314,320
TH94,TH9401,2013,4261,4200,1470,345,350
TH94,TH9401,2014,3520,3520,1088,309,309
TH94,TH9401,2015,3359,3359,1065,317,317
TH94,TH9401,2016,3554,3554,1535,432,432
TH94,TH9401,2017,1808,1358,645,357,475
TH94,TH9401,2018,3592,3592,1749,487,487
TH94,TH9402,2012,14062,13872,4994,355,360
TH94,TH9402,2013,16498,14011,5268,319,376
TH94,TH9402,2014,23384,23384,9775,418,418
TH94,TH9402,2015,21026,20563,8184,389,398
TH94,TH9402,2016,20890,20432,8724,418,427
TH94,TH9402,2017,12370,11899,5033,407,423
TH94,TH9402,2018,12435,12435,6155,495,495
TH94,TH9402,2020,11051,11051,5371,486,486
TH94,TH9403,2012,8867,8722,2791,315,320
TH94,TH9403,2013,3642,3638,1164,320,320
TH94,TH9403,2014,4472,3902,1307,292,335
TH94,TH9403,2015,5014,5014,1670,333,333
TH94,TH9403,2016,6023,5978,2152,357,360
TH94,TH9403,2017,2952,2228,809,274,363
TH94,TH9403,2018,4431,4431,2207,498,498
TH94,TH9403,2020,5799,5799,2598,448,448
TH94,TH9404,2012,13201,13062,4728,358,362
TH94,TH9404,2013,12731,12218,4692,369,384
TH94,TH9404,2014,9560,9515,3635,380,382
TH94,TH9404,2015,8412,8372,3165,376,378
TH94,TH9404,2016,13201,12589,4822,365,383
TH94,TH9404,2017,10735,9433,3868,360,410
TH94,TH9404,2018,10918,10918,4782,438,438
TH94,TH9404,2020,11884,11884,5003,421,421
TH94,TH9405,2012,14632,14482,6995,478,483
TH94,TH9405,2013,10867,10596,4789,441,452
TH94,TH9405,2014,9527,9527,3344,351,351
TH94,TH9405,2015,9485,9485,3415,360,360
TH94,TH9405,2016,16163,15392,5787,358,376
TH94,TH9405,2017,10009,9878,4929,492,499
TH94,TH9405,2018,9990,9990,5015,502,502
TH94,TH9405,2020,10846,10846,4913,453,453
TH94,TH9406,2012,3865,3834,1522,394,397
TH94,TH9406,2013,2303,1984,784,340,395
TH94,TH9406,2014,3148,2903,1132,360,390
TH94,TH9406,2015,3173,3173,1228,387,387
TH94,TH9406,2016,3130,3087,1195,382,387
TH94,TH9406,2017,2166,2060,933,431,453
TH94,TH9406,2018,2419,2419,1055,436,436
TH94,TH9407,2012,12048,11900,3808,316,320
TH94,TH9407,2013,11224,11078,3866,344,349
TH94,TH9407,2014,10924,10828,3822,350,353
TH94,TH9407,2015,10254,10164,3557,347,350
TH94,TH9407,2016,11867,11391,4158,350,365
TH94,TH9407,2017,8021,7512,2742,342,365
TH94,TH9407,2018,8315,8315,3201,385,385
TH94,TH9407,2020,7897,7897,2961,375,375
TH94,TH9408,2012,1815,1427,469,258,329
TH94,TH9408,2013,1600,1550,510,319,329
TH94,TH9408,2014,1491,1426,525,352,368
TH94,TH9408,2015,1522,1456,520,342,357
TH94,TH9408,2016,1577,1502,538,341,358
TH94,TH9408,2017,1790,1357,490,274,361
TH94,TH9408,2018,1630,1630,611,375,375
TH94,TH9408,2020,1330,1324,487,366,368
TH94,TH9409,2012,15163,15013,5194,343,346
TH94,TH9409,2013,12050,10608,3819,317,360
TH94,TH9409,2014,13123,13123,5013,382,382
TH94,TH9409,2015,7549,7549,2831,375,375
TH94,TH9409,2016,10770,10770,4114,382,382
TH94,TH9409,2017,8420,5152,2550,303,495
TH94,TH9409,2018,9354,9354,4350,465,465
TH94,TH9409,2020,10749,10749,4085,380,380
TH94,TH9410,2012,14796,14590,5982,404,410
TH94,TH9410,2013,13039,12950,4494,345,347
TH94,TH9410,2014,8560,8460,2961,346,350
TH94,TH9410,2015,6963,6882,2395,344,348
TH94,TH9410,2016,5800,5792,2282,393,394
TH94,TH9410,2017,3562,3338,1322,371,396
TH94,TH9410,2018,5298,5298,2511,474,474
TH94,TH9410,2020,5514,5514,2525,458,458
TH94,TH9411,2012,3879,3804,1328,342,349
TH94,TH9411,2013,3089,3000,960,311,320
TH94,TH9411,2014,3153,3071,986,313,321
TH94,TH9411,2015,3036,2957,973,320,329
TH94,TH9411,2016,4469,4313,1531,343,355
TH94,TH9411,2017,4189,4140,1283,306,310
TH94,TH9411,2018,4232,4232,1532,362,362
TH94,TH9412,2012,3018,3004,1340,444,446
TH94,TH9412,2013,3018,3004,1382,458,460
TH94,TH9412,2014,3425,3425,1541,450,450
TH94,TH9412,2015,3180,3180,1431,450,450
TH94,TH9412,2016,1793,1793,762,425,425
TH94,TH9412,2017,2914,2914,1472,505,505
TH94,TH9412,2018,3436,3436,1653,481,481
TH94,TH9412,2020,3354,3334,1594,475,478
TH95,TH9501,2012,10656,10405,2809,264,270
TH95,TH9501,2013,14114,13922,4761,337,342
TH95,TH9501,2014,13191,13130,4701,356,358
TH95,TH9501,2015,12605,12548,4492,356,358
TH95,TH9501,2016,12385,12341,4073,329,330
TH95,TH9501,2017,12735,12527,4359,342,348
TH95,TH9501,2018,11110,10856,3724,335,343
TH95,TH9501,2020,11354,11354,3815,336,336
TH95,TH9503,2012,238,238,60,252,252
TH95,TH9503,2013,300,300,105,350,350
TH95,TH9503,2014,270,270,95,352,352
TH95,TH9503,2015,270,270,95,352,352
TH95,TH9503,2016,50,50,14,280,280
TH95,TH9503,2017,72,72,22,306,306
TH95,TH9503,2018,151,151,53,351,351
TH95,TH9503,2020,157,157,54,344,344
TH95,TH9505,2012,706,706,156,221,221
TH95,TH9505,2013,425,418,132,311,316
TH95,TH9505,2014,488,449,143,293,318
TH95,TH9505,2015,630,580,186,295,321
TH95,TH9505,2016,527,477,134,254,281
TH95,TH9505,2017,567,553,194,342,351
TH95,TH9505,2018,528,528,185,350,350
TH95,TH9505,2020,495,495,168,339,339
TH95,TH9506,2012,19879,19824,4203,211,212
TH95,TH9506,2013,27201,27019,9727,358,360
TH95,TH9506,2014,27184,26874,9621,354,358
TH95,TH9506,2015,12800,12655,4530,354,358
TH95,TH9506,2016,5602,5400,1836,328,340
TH95,TH9506,2017,8503,8439,3063,360,363
TH95,TH9506,2018,13442,13442,4517,336,336
TH95,TH9506,2020,11465,11465,3932,343,343
TH95,TH9508,2012,66,66,20,303,303
TH95,TH9508,2014,68,64,22,324,344
TH95,TH9508,2015,64,62,21,328,339
TH95,TH9508,2016,74,74,25,338,338
TH95,TH9508,2017,48,48,17,354,354
TH95,TH9508,2018,31,31,11,355,355
TH96,TH9601,2012,8864,8854,3010,340,340
TH96,TH9601,2013,3828,3784,1324,346,350
TH96,TH9601,2014,1794,1727,582,324,337
TH96,TH9601,2015,1869,1785,625,334,350
TH96,TH9601,2016,1702,1422,483,284,340
TH96,TH9601,2017,1422,1422,498,350,350
TH96,TH9601,2018,633,633,216,341,341
TH96,TH9601,2020,692,692,241,348,348
TH96,TH9602,2012,20978,20978,7447,355,355
TH96,TH9602,2013,16326,16226,6328,388,390
TH96,TH9602,2014,25219,17925,7027,279,392
TH96,TH9602,2015,24544,24155,9734,397,403
TH96,TH9602,2016,19250,18630,7117,370,382
TH96,TH9602,2017,20894,18467,8125,389,440
TH96,TH9602,2018,15027,15027,7544,502,502
TH96,TH9602,2020,13120,13120,6560,500,500
TH96,TH9603,2012,16810,16610,5863,349,353
TH96,TH9603,2013,15100,14860,5364,355,361
TH96,TH9603,2014,11441,11441,4062,355,355
TH96,TH9603,2015,13770,13770,5233,380,380
TH96,TH9603,2016,13032,12959,4795,368,370
TH96,TH9603,2017,12800,12800,5056,395,395
TH96,TH9603,2018,13131,13131,4990,380,380
TH96,TH9603,2020,9752,9752,3784,388,388
TH96,TH9604,2020,3043,3043,1105,363,363
TH96,TH9605,2012,2164,2164,805,372,372
TH96,TH9605,2013,1274,1274,487,382,382
TH96,TH9605,2014,1631,1626,621,381,382
TH96,TH9605,2015,1537,1437,550,358,383
TH96,TH9605,2016,1208,1185,472,391,398
TH96,TH9605,2017,1499,1499,577,385,385
TH96,TH9605,2018,1694,1694,654,386,386
TH96,TH9605,2020,1752,1752,680,388,388
TH96,TH9606,2012,6319,6209,2105,333,339
TH96,TH9606,2013,4649,4649,1692,364,364
TH96,TH9606,2014,5250,5250,2100,400,400
TH96,TH9606,2015,4061,4061,1624,400,400
TH96,TH9606,2016,3681,3654,1242,337,340
TH96,TH9606,2017,3654,3654,1330,364,364
TH96,TH9606,2018,2793,2793,1064,381,381
TH96,TH9606,2020,2468,2468,938,380,380
TH96,TH9607,2012,353,353,122,346,346
TH96,TH9607,2013,19,19,7,368,368
TH96,TH9607,2014,89,89,33,371,371
TH96,TH9607,2015,110,110,42,382,382
TH96,TH9607,2016,77,77,28,364,364
TH96,TH9607,2017,124,124,45,363,363
TH96,TH9607,2018,134,134,49,366,366
TH96,TH9607,2020,148,148,55,372,372
TH96,TH9608,2012,740,740,259,350,350
TH96,TH9608,2013,432,432,160,370,370
TH96,TH9608,2014,768,768,292,380,380
TH96,TH9608,2015,768,768,292,380,380
TH96,TH9608,2016,776,765,306,394,400
TH96,TH9608,2017,673,673,262,389,389
TH96,TH9608,2018,1041,1041,486,467,467
TH96,TH9609,2012,50,50,18,360,360
TH96,TH9610,2012,270,270,93,344,344
TH96,TH9610,2013,176,176,62,352,352
TH96,TH9610,2014,239,239,86,360,360
TH96,TH9610,2015,239,239,86,360,360
TH96,TH9610,2016,251,239,85,339,356
TH96,TH9610,2017,328,328,128,390,390
TH96,TH9610,2018,239,239,92,385,385
TH96,TH9610,2020,340,340,129,379,379
TH96,TH9611,2012,1207,1157,423,350,366
TH96,TH9611,2013,460,460,169,367,367
TH96,TH9611,2014,920,880,321,349,365
TH96,TH9611,2015,1050,1050,404,385,385
TH96,TH9611,2016,1423,1323,549,386,415
